node-label,x,y,z
1,6.413970771562237,55.981858474285445,44.202212067240254
1,6.159570374516139,60.04254900976585,34.97114774642766
1,6.717707160325859,59.049229910765014,33.98415445370918
1,14.139941156407954,63.359722124652656,43.73581374410573
1,7.460966662883079,61.56200483846453,28.752036420735543
1,11.372910192233359,67.98777878471492,29.866399638149026
1,8.784586908961483,63.066814457603044,28.663521929828452
1,6.824221932528671,68.2739427314072,30.758828681092847
1,12.22568001802338,66.90854291846114,30.08409756344483
1,9.683201978562172,69.62101884892265,45.45369692521611
1,8.452407759768619,60.18115214997465,45.77030639184368
1,3.2989123001433844,63.272039735515904,35.801128076599426
1,13.129805639074661,63.6461931273886,38.945372351296456
2,36.93206136150257,17.289145189465813,7.259470959510089
2,39.13677459112892,20.302270589601243,6.777290130817813
2,35.590857805026545,22.034223089449302,20.47381921332979
2,31.7270755413616,21.47828414777984,13.700279303641203
2,33.042945309748376,20.476909387657,17.93647741063671
2,43.61053069361083,23.894360964091714,10.512175364751457
2,39.967916990745245,23.06329279885562,21.253366625985127
2,44.74048739022417,21.06726520501211,18.470517220165448
2,34.89872876105031,23.568535188503276,11.413936337551208
2,39.32309433607826,21.513360187076827,14.00256438150695
3,11.304307144516905,61.67223065318527,18.77712568177567
3,8.090320978688617,63.49066628605012,15.003090055256827
3,10.395654791371976,66.9894577534733,27.201831971935835
3,9.07354420784392,67.51050527053759,15.091975409151537
3,8.984730941991906,60.928033725362994,23.604676396056234
3,10.002470930389087,58.73846812192856,25.95155786240355
3,8.617509493938076,61.17700004427236,17.906328672301296
3,14.344656891024101,61.16543956851748,14.568290436055548
3,13.6281629086611,58.730387331571805,26.335664221370568
3,17.204435918906718,62.505804232376626,24.162494915197
3,7.725891665496533,62.02724364724319,22.606854653563463
3,11.02575329680308,57.80050375766199,26.550896788550716
3,6.272638262367296,64.19952441666322,16.8377575419907
3,14.467538727266998,64.6721574243552,26.78013980175507
3,12.476690355572428,67.21998349388592,13.996456036214317
4,74.89594146573843,72.2093820021226,76.56439174566849
4,76.35488939461318,75.90073245236319,76.5216027217537
4,84.59870264240352,70.75723472861208,78.21489433521364
4,76.78718230255235,74.07017023003309,89.03173275461539
4,74.07747698205883,70.28518894277636,83.43677831204509
4,73.53564848042198,73.01213856487048,89.2136981652894
4,82.71059633441344,67.4414245389705,81.94797968949517
4,84.77159119100065,69.73747352269501,84.6568246628271
4,73.77703514755285,69.82756542913805,83.96261703043452
4,76.42367460441545,62.947307372084154,91.89041645126913
4,79.2791348353438,75.4459572373473,92.97553774665695
4,79.58662373775793,75.87752936016715,77.87120923634558
4,81.92648800236653,68.50727716307222,85.43179183892173
5,61.91120842991347,55.405334524803074,74.59557960994958
5,72.10268277377202,55.27169681241974,81.08928353078011
5,66.90590379129316,53.709976358275945,80.33089445356475
5,62.90779315739892,56.61226393308272,77.31119550399376
5,66.16799867972846,61.60348435122404,83.49293727766849
5,63.724275887743374,57.75466618981803,72.5996318001877
5,64.82777150818075,58.42536975065361,80.09357110347341
5,70.44082463569667,57.40722135998899,79.11835357080571
5,62.77765505730386,54.38245303855668,74.00600316544387
5,67.78636664710491,52.67333799200939,83.93630426632303
6,91.86411185993578,8.458178521003841,31.009409139829046
6,87.71744790747768,16.36081160009026,34.49053381000323
6,90.7542689976384,14.040489882433661,36.62780929085251
6,91.38038511836326,15.224463163261467,36.12082584781856
6,90.51938739974406,18.59289519464098,41.25766298925706
6,86.99630975989255,15.57597960298325,32.02694217649054
6,91.4527993643553,7.646488474379784,30.216913565032325
6,87.83943488048315,11.473344830000814,42.08528680355976
6,91.80919035861726,7.959049572492364,30.279743280297758
7,65.62297383349954,9.58215928589841,31.606459348152484
7,68.40854881824679,6.802826383453367,33.444142454274896
7,69.00826788886694,13.997692534100274,25.201984927356836
7,68.8509491907329,12.835831686569636,17.797623603880425
7,63.756072627595294,13.886858620278149,27.235872043401805
7,71.61498158897724,19.54417794749299,17.869798476981153
7,71.98640314916416,6.706328788417866,19.21006726376388
7,68.09053104868879,19.158582847998915,32.834422397840754
7,77.83171698618857,12.293825272135619,23.862974823511234
7,72.2834001594906,15.226819817848266,28.149525260550583
7,70.435426468007,21.412570146406416,17.64987335763226
7,75.42483553046434,15.080936388988086,32.5975835509341
7,69.34221844671826,6.689448806605722,19.40855218500446
7,74.52017483518011,16.18710554512892,22.45600577689295
7,65.86738508948689,12.594728894150315,33.076296778469406
8,24.063442333672036,14.39297653129443,83.46552217381851
8,22.995950209735682,5.8635907973747114,69.86863805173935
8,18.89450540828963,6.259152991628272,81.51920921278081
8,17.768109924821154,6.8025946736885095,68.7792957761625
8,15.507339120571558,7.191084827726749,70.96189789798198
8,25.87136587546015,12.596812525873672,71.13954989925324
8,21.199307745287314,4.970826891912192,82.92169474383061
8,21.208289864476505,4.726099660456734,83.20243147085505
8,27.92530929562218,10.916692841430196,74.52283642249787
8,16.85331590485,7.22573660711254,69.18602645668005
8,17.644440037816555,17.06185276179034,83.71178163817753
8,20.478061176279468,16.247429152710147,71.45402781269777
8,18.36913645485835,4.402484582015636,84.338057973071
8,22.975323193748963,16.238395048171476,82.90257401728742
8,24.927106751101913,14.280961265041782,71.04620135011187
8,19.022935440134294,17.66401315703402,83.38813846407089
9,82.92800658701705,29.946541237703624,95.94984350227149
9,85.96593828921964,20.745343445223433,82.58602231007936
9,84.76837132746664,21.2261201570031,93.37260565285223
